npi,provider_type,state,entity_code,anomaly_score_raw,isolation_forest_anomaly_flag,risk_score_0_100,risk_category,lof_anomaly_flag,leie_excluded_match,top_risk_reasons
1003146283,Physician Assistant,AL,I,0.07167486259557054,1,66.25,High,0,0,unusually high services-per-beneficiary deviation from specialty peers (z=104.3 vs. population median); unusually high services per beneficiary (z=62.3 vs. population median); unusually high 5-year average services per beneficiary (z=56.9 vs. population median)
1003072786,Ophthalmology,CA,I,0.06971013993545228,1,65.78,High,0,0,unusually high services-per-beneficiary deviation from specialty peers (z=111.0 vs. population median); unusually high services per beneficiary (z=53.6 vs. population median); unusually high total services billed (z=36.3 vs. population median)
1003013830,Diagnostic Radiology,CO,I,0.06910952687538785,1,65.63,High,0,0,unusually high services-per-beneficiary deviation from specialty peers (z=520.4 vs. population median); unusually high 5-year average services per beneficiary (z=161.7 vs. population median); unusually high services per beneficiary (z=113.9 vs. population median)
1003153537,Ambulance Service Provider,FL,O,0.06418858495618018,1,64.45,High,1,0,unusually high services per beneficiary (z=55.1 vs. population median); unusually high 5-year average services per beneficiary (z=50.3 vs. population median); unusually high total submitted charges (z=33.6 vs. population median)
1003078031,Neurology,NY,I,0.06416235779864199,1,64.44,High,0,0,unusually high services-per-beneficiary deviation from specialty peers (z=107.4 vs. population median); unusually high 5-year average services per beneficiary (z=83.8 vs. population median); unusually high services per beneficiary (z=79.6 vs. population median)
1003008533,Neurology,FL,I,0.06371620164069214,1,64.34,High,0,0,unusually high total services billed (z=77.0 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=74.2 vs. population median); unusually high services per beneficiary (z=55.0 vs. population median)
1003024191,Diagnostic Radiology,CA,I,0.0634437593894609,1,64.27,High,0,0,unusually high services-per-beneficiary deviation from specialty peers (z=101.6 vs. population median); unusually high 5-year average total services (z=88.8 vs. population median); unusually high total services billed (z=73.6 vs. population median)
1003001371,Physical Medicine and Rehabilitation,NY,I,0.0631411705033621,1,64.2,High,0,0,unusually high services per beneficiary (z=167.2 vs. population median); unusually high 5-year average services per beneficiary (z=130.0 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=50.0 vs. population median)
1003081985,Cardiology,NY,I,0.06305929569632174,1,64.18,High,0,0,unusually high year-over-year payment-per-service change (z=73.1 vs. population median); unusually high total Medicare payment received (z=65.6 vs. population median); unusually high total submitted charges (z=59.3 vs. population median)
1003050535,Physical Medicine and Rehabilitation,PA,I,0.06259535936217475,1,64.07,High,1,0,unusually high total services billed (z=65.0 vs. population median); unusually high multi-year service-volume trend (z=47.2 vs. population median); unusually high year-over-year service volume change (z=42.1 vs. population median)
1003041757,Orthopedic Surgery,NY,I,0.05996539073012708,1,63.43,High,0,0,unusually high drug-payment-share deviation from specialty peers (z=94.5 vs. population median); unusually high services per beneficiary (z=87.4 vs. population median); unusually high total services billed (z=60.7 vs. population median)
1003101692,Physician Assistant,MI,I,0.0576040883649801,1,62.87,High,0,0,unusually high services-per-beneficiary deviation from specialty peers (z=135.6 vs. population median); unusually high services per beneficiary (z=81.1 vs. population median); unusually high multi-year service-volume trend (z=50.3 vs. population median)
1003080243,Internal Medicine,CA,I,0.05573199069364132,1,62.41,High,0,0,unusually high year-over-year payment change (z=93.8 vs. population median); unusually high year-over-year beneficiary count change (z=29.3 vs. population median); unusually high year-over-year payment-per-service change (z=27.8 vs. population median)
1003077447,Ambulance Service Provider,OK,O,0.053526966245012075,1,61.88,High,0,0,unusually high 5-year average services per beneficiary (z=75.9 vs. population median); unusually high services per beneficiary (z=74.9 vs. population median); unusually high total submitted charges (z=24.1 vs. population median)
1003074006,Family Practice,PA,I,0.05269814190946298,1,61.69,High,0,0,unusually high multi-year payment trend (z=606.5 vs. population median); unusually high year-over-year payment change (z=196.3 vs. population median); unusually high year-over-year service volume change (z=127.6 vs. population median)
1003101429,Hematology-Oncology,MI,I,0.05040310218491295,1,61.13,High,0,0,unusually high 5-year average total services (z=63.5 vs. population median); unusually high total services billed (z=61.6 vs. population median); unusually high 5-year average services per beneficiary (z=25.1 vs. population median)
1003135864,Nurse Practitioner,IN,I,0.045367719246030336,1,59.92,High,0,0,unusually high total Medicare payment received (z=27.0 vs. population median); unusually high 5-year average total payment (z=26.1 vs. population median); unusually high total submitted charges (z=13.2 vs. population median)
1003006180,Ambulance Service Provider,NV,O,0.04455533016658508,1,59.73,High,0,0,unusually high 5-year average total services (z=132.5 vs. population median); unusually high 5-year average total payment (z=110.5 vs. population median); unusually high services per billing code (z=96.2 vs. population median)
1003113010,Independent Diagnostic Testing Facility (IDTF),AZ,O,0.04399912689162,1,59.59,High,0,0,unusually high total services billed (z=111.2 vs. population median); unusually high 5-year average total services (z=83.6 vs. population median); unusually high services per beneficiary (z=30.0 vs. population median)
1003125568,Ambulance Service Provider,VA,O,0.041677090665720784,1,59.03,High,0,0,unusually high services per billing code (z=242.2 vs. population median); unusually high 5-year average total services (z=164.7 vs. population median); unusually high total services billed (z=141.2 vs. population median)
1003142530,Interventional Cardiology,NJ,I,0.041053581101852754,1,58.88,High,0,0,unusually high total submitted charges (z=40.2 vs. population median); unusually high total Medicare payment received (z=40.1 vs. population median); unusually high 5-year average total payment (z=38.9 vs. population median)
1003122052,Physical Therapist in Private Practice,CA,I,0.04077508102447236,1,58.82,High,0,0,unusually high year-over-year service volume change (z=96.8 vs. population median); unusually high year-over-year payment change (z=92.1 vs. population median); unusually high year-over-year beneficiary count change (z=52.7 vs. population median)
1003150004,Opioid Treatment Program,WI,O,0.039923473602282544,1,58.61,High,0,0,unusually high services per beneficiary (z=98.9 vs. population median); unusually high 5-year average services per beneficiary (z=90.5 vs. population median); unusually high services per billing code (z=15.5 vs. population median)
1003138074,Mass Immunizer Roster Biller,TX,O,0.03796495580004655,1,58.14,High,0,0,unusually high service-concentration deviation from specialty peers (z=12.6 vs. population median); unusually high payment-to-charge ratio (z=7.9 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.5 vs. population median)
1003119470,Ambulatory Surgical Center,UT,O,0.03775617706027545,1,58.09,High,1,0,unusually high total submitted charges (z=128.2 vs. population median); unusually high total Medicare payment received (z=50.1 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=38.8 vs. population median)
1003007279,Physician Assistant,WA,I,0.03344531454405475,1,57.05,High,0,0,unusually high year-over-year payment change (z=529.5 vs. population median); unusually high year-over-year service volume change (z=335.9 vs. population median); unusually high multi-year payment trend (z=246.0 vs. population median)
1003094749,Orthopedic Surgery,AK,I,0.030999712370831545,1,56.47,High,1,0,unusually high submitted charge per service (z=33.6 vs. population median); unusually high charge-per-service deviation from specialty peers (z=26.0 vs. population median); unusually high payment per service (z=12.5 vs. population median)
1003067513,Ambulance Service Provider,TX,O,0.03076184171136931,1,56.41,High,0,0,unusually high services per billing code (z=106.4 vs. population median); unusually high services per beneficiary (z=69.3 vs. population median); unusually high total services billed (z=61.9 vs. population median)
1003034422,Mass Immunizer Roster Biller,MA,O,0.03077890005249284,1,56.41,High,0,0,unusually high service-concentration deviation from specialty peers (z=12.5 vs. population median); unusually high payment-to-charge ratio (z=7.9 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.5 vs. population median)
1003064833,Neurology,IL,I,0.03015231854152811,1,56.26,High,0,0,unusually high multi-year service-volume trend (z=57.5 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=50.0 vs. population median); unusually high services per beneficiary (z=37.1 vs. population median)
1003131392,Centralized Flu,CA,O,0.02847637150483895,1,55.86,High,0,0,unusually high year-over-year payment-per-service change (z=17.3 vs. population median); unusually high payment-to-charge ratio (z=7.7 vs. population median); unusually high 5-year average payment-to-charge ratio (z=6.7 vs. population median)
1003139502,Nurse Practitioner,TN,I,0.0278607900509239,1,55.71,High,0,0,unusually high services-per-beneficiary deviation from specialty peers (z=56.2 vs. population median); unusually high services per beneficiary (z=44.0 vs. population median); unusually high 5-year average services per beneficiary (z=40.2 vs. population median)
1003136565,Urology,CA,I,0.02771100525884518,1,55.68,High,0,0,unusually high total submitted charges (z=66.5 vs. population median); unusually high 5-year average total services (z=24.0 vs. population median); unusually high total services billed (z=23.9 vs. population median)
1003072950,Diagnostic Radiology,NY,I,0.026905318055239213,1,55.48,High,0,0,unusually high total services billed (z=54.2 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=39.5 vs. population median); unusually high 5-year average total services (z=37.0 vs. population median)
1003139163,Centralized Flu,CT,O,0.02532620451754497,1,55.1,High,0,0,unusually low payment-to-charge-ratio deviation from specialty peers (z=-20.6 vs. population median); unusually high payment-to-charge ratio (z=6.8 vs. population median); unusually high 5-year average payment-to-charge ratio (z=6.5 vs. population median)
1003126806,Mass Immunizer Roster Biller,CA,O,0.025192996806266632,1,55.07,High,0,0,unusually high year-over-year payment-per-service change (z=14.9 vs. population median); unusually high payment-to-charge ratio (z=7.9 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.5 vs. population median)
1003074733,Orthopedic Surgery,SC,I,0.025020443504953027,1,55.03,High,1,0,unusually high total services billed (z=40.1 vs. population median); unusually high services per beneficiary (z=38.7 vs. population median); unusually high year-over-year service volume change (z=26.6 vs. population median)
1003098047,Ambulance Service Provider,TX,O,0.024365219663294746,1,54.87,High,0,0,unusually high services per billing code (z=127.1 vs. population median); unusually high total services billed (z=74.0 vs. population median); unusually high 5-year average total services (z=71.5 vs. population median)
1003018086,Orthopedic Surgery,TX,I,0.024125917008409825,1,54.81,High,1,0,unusually high year-over-year service volume change (z=61.3 vs. population median); unusually high services per beneficiary (z=27.6 vs. population median); unusually high multi-year service-volume trend (z=22.7 vs. population median)
1003142084,Dermatology,FL,I,0.023420631466195885,1,54.64,High,0,0,unusually high total submitted charges (z=38.8 vs. population median); unusually high total Medicare payment received (z=34.6 vs. population median); unusually high 5-year average total payment (z=33.5 vs. population median)
1003065665,Centralized Flu,AL,O,0.021254694491961712,1,54.12,High,0,0,unusually high payment-to-charge ratio (z=7.7 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.1 vs. population median); unusually high service-concentration deviation from specialty peers (z=6.2 vs. population median)
1003129107,Physician Assistant,FL,I,0.020689804559741787,1,53.99,High,0,0,unusually high year-over-year beneficiary count change (z=119.8 vs. population median); unusually high year-over-year payment change (z=86.8 vs. population median); unusually high year-over-year service volume change (z=76.1 vs. population median)
1003057670,Diagnostic Radiology,OK,I,0.01966298741224415,1,53.74,High,0,0,unusually high year-over-year service volume change (z=88.4 vs. population median); unusually high year-over-year payment change (z=85.3 vs. population median); unusually high year-over-year beneficiary count change (z=83.2 vs. population median)
1003033838,Dermatology,TX,I,0.01963289469150098,1,53.73,High,0,0,unusually high total Medicare payment received (z=42.0 vs. population median); unusually high 5-year average total payment (z=29.5 vs. population median); unusually high total submitted charges (z=21.8 vs. population median)
1003043506,Orthopedic Surgery,MS,I,0.01905182891761903,1,53.59,High,1,0,unusually high year-over-year service volume change (z=39.2 vs. population median); unusually high drug-payment-share deviation from specialty peers (z=36.5 vs. population median); unusually high services per beneficiary (z=31.1 vs. population median)
1003145541,Mass Immunizer Roster Biller,TN,O,0.01894632789167139,1,53.57,High,0,0,unusually high payment-to-charge ratio (z=7.8 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.5 vs. population median); unusually high allowed-to-charge ratio (z=5.1 vs. population median)
1003103227,Mass Immunizer Roster Biller,VA,O,0.01669207157705377,1,53.02,High,0,0,unusually high year-over-year payment-per-service change (z=37.7 vs. population median); unusually high payment-to-charge ratio (z=7.8 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.6 vs. population median)
1003005059,Mass Immunizer Roster Biller,CT,O,0.016500082525809256,1,52.98,High,0,0,unusually high service-concentration deviation from specialty peers (z=12.5 vs. population median); unusually high payment-to-charge ratio (z=7.9 vs. population median); unusually high allowed-to-charge ratio (z=5.1 vs. population median)
1003098351,Orthopedic Surgery,DC,I,0.015189645419343867,1,52.66,High,0,0,unusually high 5-year average total payment (z=20.9 vs. population median); unusually high total Medicare payment received (z=19.3 vs. population median); unusually high total submitted charges (z=16.5 vs. population median)
1003044322,Vascular Surgery,TX,I,0.014836263659941729,1,52.58,High,0,0,unusually high 5-year average payment per service (z=43.5 vs. population median); unusually high payment per service (z=37.7 vs. population median); unusually high payment-per-service deviation from specialty peers (z=32.5 vs. population median)
1003055401,Diagnostic Radiology,CA,I,0.014783069729867093,1,52.57,High,0,0,unusually high services-per-beneficiary deviation from specialty peers (z=97.1 vs. population median); unusually high total services billed (z=51.3 vs. population median); unusually high 5-year average total services (z=40.5 vs. population median)
1003156472,Ambulance Service Provider,PA,O,0.014721982543115741,1,52.55,High,0,0,unusually high services per billing code (z=85.2 vs. population median); unusually high 5-year average total services (z=49.8 vs. population median); unusually high total services billed (z=49.5 vs. population median)
1003096496,Centralized Flu,IL,O,0.014627865074290258,1,52.53,High,0,0,unusually high year-over-year payment-per-service change (z=18.1 vs. population median); unusually high payment-to-charge ratio (z=7.7 vs. population median); unusually high multi-year payment trend (z=6.7 vs. population median)
1003010208,Centralized Flu,FL,O,0.014035997621656748,1,52.39,High,0,0,unusually high payment-to-charge ratio (z=7.7 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.2 vs. population median); unusually high year-over-year payment-per-service change (z=5.8 vs. population median)
1003162868,Mass Immunizer Roster Biller,CA,O,0.013790002743350183,1,52.33,High,0,0,unusually high payment-to-charge ratio (z=7.7 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.4 vs. population median); unusually high allowed-to-charge ratio (z=5.0 vs. population median)
1003156142,Mass Immunizer Roster Biller,CO,O,0.013500814439435294,1,52.26,High,0,0,unusually high payment-to-charge ratio (z=7.9 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.5 vs. population median); unusually high allowed-to-charge ratio (z=5.1 vs. population median)
1003004938,Mass Immunizer Roster Biller,ME,O,0.013376123587901412,1,52.23,High,0,0,unusually high year-over-year payment-per-service change (z=27.0 vs. population median); unusually high multi-year payment trend (z=9.4 vs. population median); unusually high payment-to-charge ratio (z=7.7 vs. population median)
1003051129,Pharmacy,SC,O,0.012105740155269995,1,51.92,High,0,0,unusually high multi-year payment trend (z=84.0 vs. population median); unusually high multi-year service-volume trend (z=32.0 vs. population median); unusually high payment-to-charge ratio (z=7.2 vs. population median)
1003162637,Family Practice,TN,I,0.0118534794804801,1,51.86,High,1,0,unusually high total beneficiaries served (z=185.9 vs. population median); unusually high 5-year average total services (z=114.2 vs. population median); unusually high total services billed (z=113.6 vs. population median)
1003114539,Mass Immunizer Roster Biller,MN,O,0.011787877100316035,1,51.85,High,0,0,unusually high multi-year payment trend (z=32.6 vs. population median); unusually low payment-to-charge-ratio deviation from specialty peers (z=-18.9 vs. population median); unusually high multi-year service-volume trend (z=13.7 vs. population median)
1003147083,Mass Immunizer Roster Biller,PA,O,0.011715472562532359,1,51.83,High,0,0,unusually high payment-to-charge ratio (z=7.6 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.3 vs. population median); unusually low payment-to-charge-ratio deviation from specialty peers (z=-7.2 vs. population median)
1003158676,Mass Immunizer Roster Biller,IL,O,0.011250961567078721,1,51.72,High,0,0,unusually high payment-to-charge ratio (z=7.9 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.5 vs. population median); unusually high allowed-to-charge ratio (z=5.1 vs. population median)
1003010794,General Surgery,CA,I,0.01096097239067706,1,51.65,High,0,0,unusually high year-over-year service volume change (z=115.6 vs. population median); unusually high year-over-year beneficiary count change (z=109.8 vs. population median); unusually high year-over-year payment change (z=79.0 vs. population median)
1003089657,Mass Immunizer Roster Biller,GA,O,0.010894007759550961,1,51.63,High,0,0,unusually high payment-to-charge ratio (z=7.9 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.6 vs. population median); unusually high allowed-to-charge ratio (z=5.1 vs. population median)
1003084021,Mass Immunizer Roster Biller,KS,O,0.01057832062071884,1,51.55,High,0,0,unusually high multi-year payment trend (z=10.1 vs. population median); unusually high payment-to-charge ratio (z=7.9 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.3 vs. population median)
1003118621,Mass Immunizer Roster Biller,PA,O,0.010392012611740387,1,51.51,High,0,0,unusually high year-over-year payment-per-service change (z=21.5 vs. population median); unusually high multi-year payment trend (z=10.4 vs. population median); unusually high payment-to-charge ratio (z=7.9 vs. population median)
1003007386,Centralized Flu,PA,O,0.00985742339782314,1,51.38,High,0,0,unusually low payment-to-charge-ratio deviation from specialty peers (z=-23.4 vs. population median); unusually high year-over-year payment-per-service change (z=10.8 vs. population median); unusually high payment-to-charge ratio (z=6.7 vs. population median)
1003112335,Centralized Flu,FL,O,0.008078982588338501,1,50.95,High,0,0,unusually high year-over-year payment-per-service change (z=19.6 vs. population median); unusually high payment-to-charge ratio (z=7.7 vs. population median); unusually high 5-year average payment-to-charge ratio (z=6.2 vs. population median)
1003024357,Mass Immunizer Roster Biller,NJ,O,0.007989318208588392,1,50.93,High,0,0,unusually high year-over-year payment-per-service change (z=10.1 vs. population median); unusually high payment-to-charge ratio (z=7.9 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.6 vs. population median)
1003096322,Centralized Flu,TN,O,0.007535385642283399,1,50.82,High,0,0,unusually high payment-to-charge ratio (z=7.6 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.1 vs. population median); unusually high allowed-to-charge ratio (z=4.9 vs. population median)
1003063355,Centralized Flu,TX,O,0.006629389634392191,1,50.6,High,0,0,unusually high year-over-year payment-per-service change (z=16.5 vs. population median); unusually high payment-to-charge ratio (z=7.6 vs. population median); unusually high 5-year average payment-to-charge ratio (z=5.6 vs. population median)
1003064106,Centralized Flu,TX,O,0.006386046047814675,1,50.55,High,0,0,unusually high year-over-year payment-per-service change (z=8.0 vs. population median); unusually high payment-to-charge ratio (z=7.6 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.5 vs. population median)
1003094798,Centralized Flu,PA,O,0.00634024982494541,1,50.54,High,0,0,unusually high multi-year payment trend (z=16.2 vs. population median); unusually high year-over-year payment-per-service change (z=8.8 vs. population median); unusually high payment-to-charge ratio (z=7.7 vs. population median)
1003103474,Ambulatory Surgical Center,OH,O,0.00540864867374069,1,50.31,High,0,0,unusually high submitted charge per service (z=155.9 vs. population median); unusually high payment per service (z=89.8 vs. population median); unusually high total submitted charges (z=67.8 vs. population median)
1003036385,Mass Immunizer Roster Biller,CT,O,0.004858402922817806,1,50.18,High,0,0,unusually high year-over-year payment-per-service change (z=14.9 vs. population median); unusually low payment-to-charge-ratio deviation from specialty peers (z=-14.0 vs. population median); unusually high payment-to-charge ratio (z=7.4 vs. population median)
1003162041,Mass Immunizer Roster Biller,NJ,O,0.004665248124079313,1,50.13,High,0,0,unusually low payment-to-charge-ratio deviation from specialty peers (z=-10.1 vs. population median); unusually high payment-to-charge ratio (z=7.5 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.2 vs. population median)
1003122870,Mass Immunizer Roster Biller,VA,O,0.0044753575900424725,1,50.09,High,0,0,unusually high year-over-year payment-per-service change (z=8.8 vs. population median); unusually high payment-to-charge ratio (z=7.9 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.6 vs. population median)
1003052788,Ophthalmology,MA,I,0.0038377155858723144,1,49.93,Medium,0,0,unusually high total Medicare payment received (z=33.3 vs. population median); unusually high total services billed (z=27.3 vs. population median); unusually high total submitted charges (z=21.6 vs. population median)
1003079187,Ambulatory Surgical Center,OH,O,0.0028509543717242236,1,49.7,Medium,0,0,unusually high total submitted charges (z=47.9 vs. population median); unusually high total Medicare payment received (z=42.4 vs. population median); unusually high payment per service (z=35.9 vs. population median)
1003152810,Mass Immunizer Roster Biller,SC,O,0.002642624220837053,1,49.65,Medium,0,0,unusually high payment-to-charge ratio (z=7.8 vs. population median); unusually high 5-year average payment-to-charge ratio (z=7.5 vs. population median); unusually high allowed-to-charge ratio (z=5.1 vs. population median)
1003013384,Dermatology,AR,I,0.0023759408024331963,1,49.58,Medium,0,0,unusually high 5-year average total payment (z=48.5 vs. population median); unusually high total Medicare payment received (z=44.6 vs. population median); unusually high total services billed (z=39.7 vs. population median)
